Origin,Timestamp,Horizon,TimesFM
2013-04-15 00:00:00,2013-04-15 05:00:00,11,856.2611
2013-04-15 00:00:00,2013-04-15 05:30:00,12,877.3342
2013-04-15 00:00:00,2013-04-15 06:00:00,13,926.741
2013-04-15 00:00:00,2013-04-15 06:30:00,14,1031.1675
2013-04-15 00:00:00,2013-04-15 07:00:00,15,1112.0535
2013-04-15 00:00:00,2013-04-15 07:30:00,16,1139.1754
2013-04-15 00:00:00,2013-04-15 08:00:00,17,1183.7163
2013-04-15 00:00:00,2013-04-15 08:30:00,18,1201.8784
2013-04-15 00:00:00,2013-04-15 09:00:00,19,1215.295
2013-04-15 00:00:00,2013-04-15 09:30:00,20,1226.7102
2013-04-15 00:00:00,2013-04-15 10:00:00,21,1227.1375
2013-04-15 00:00:00,2013-04-15 10:30:00,22,1224.6593
2013-04-15 00:00:00,2013-04-15 11:00:00,23,1207.6428
2013-04-15 00:00:00,2013-04-15 11:30:00,24,1250.2183
2013-04-15 00:00:00,2013-04-15 12:00:00,25,1251.1376
2013-04-15 00:00:00,2013-04-15 12:30:00,26,1272.6348
2013-04-15 00:00:00,2013-04-15 13:00:00,27,1272.7769
2013-04-15 00:00:00,2013-04-15 13:30:00,28,1285.1615
2013-04-15 00:00:00,2013-04-15 14:00:00,29,1285.199
2013-04-15 00:00:00,2013-04-15 14:30:00,30,1294.09
2013-04-15 00:00:00,2013-04-15 15:00:00,31,1300.442
2013-04-15 00:00:00,2013-04-15 15:30:00,32,1298.1489
2013-04-15 00:00:00,2013-04-15 16:00:00,33,1315.6277
2013-04-15 00:00:00,2013-04-15 16:30:00,34,1356.6338
2013-04-15 00:00:00,2013-04-15 17:00:00,35,1379.4694
2013-04-15 00:00:00,2013-04-15 17:30:00,36,1382.7266
2013-04-15 00:00:00,2013-04-15 18:00:00,37,1390.9786
2013-04-15 00:00:00,2013-04-15 18:30:00,38,1432.939
2013-04-15 00:00:00,2013-04-15 19:00:00,39,1417.3961
2013-04-15 00:00:00,2013-04-15 19:30:00,40,1390.0123
2013-04-15 00:00:00,2013-04-15 20:00:00,41,1351.4219
2013-04-15 00:00:00,2013-04-15 20:30:00,42,1308.3351
2013-04-15 00:00:00,2013-04-15 21:00:00,43,1264.4153
2013-04-15 00:00:00,2013-04-15 21:30:00,44,1212.6946
2013-04-15 00:00:00,2013-04-15 22:00:00,45,1163.5258
2013-04-15 00:00:00,2013-04-15 22:30:00,46,1104.8424
2013-04-15 00:00:00,2013-04-15 23:00:00,47,1131.8273
2013-04-15 00:00:00,2013-04-15 23:30:00,48,1305.2483
2013-04-16 00:00:00,2013-04-16 00:00:00,1,1248.3976
2013-04-16 00:00:00,2013-04-16 00:30:00,2,1147.8328
2013-04-16 00:00:00,2013-04-16 01:00:00,3,1037.096
2013-04-16 00:00:00,2013-04-16 01:30:00,4,965.9085
2013-04-16 00:00:00,2013-04-16 02:00:00,5,916.38556
2013-04-16 00:00:00,2013-04-16 02:30:00,6,890.8059
2013-04-16 00:00:00,2013-04-16 03:00:00,7,865.59485
2013-04-16 00:00:00,2013-04-16 03:30:00,8,852.2265
2013-04-16 00:00:00,2013-04-16 04:00:00,9,854.86346
2013-04-16 00:00:00,2013-04-16 04:30:00,10,874.26
2013-04-16 00:00:00,2013-04-16 05:00:00,11,877.3209
2013-04-16 00:00:00,2013-04-16 05:30:00,12,906.82477
2013-04-16 00:00:00,2013-04-16 06:00:00,13,954.66626
2013-04-16 00:00:00,2013-04-16 06:30:00,14,1038.2123
2013-04-16 00:00:00,2013-04-16 07:00:00,15,1106.927
2013-04-16 00:00:00,2013-04-16 07:30:00,16,1144.1476
2013-04-16 00:00:00,2013-04-16 08:00:00,17,1181.5809
2013-04-16 00:00:00,2013-04-16 08:30:00,18,1200.5476
2013-04-16 00:00:00,2013-04-16 09:00:00,19,1207.56
2013-04-16 00:00:00,2013-04-16 09:30:00,20,1209.3292
2013-04-16 00:00:00,2013-04-16 10:00:00,21,1213.4777
2013-04-16 00:00:00,2013-04-16 10:30:00,22,1209.7822
2013-04-16 00:00:00,2013-04-16 11:00:00,23,1201.6667
2013-04-16 00:00:00,2013-04-16 11:30:00,24,1233.784
2013-04-16 00:00:00,2013-04-16 12:00:00,25,1227.5157
2013-04-16 00:00:00,2013-04-16 12:30:00,26,1236.2456
2013-04-16 00:00:00,2013-04-16 13:00:00,27,1238.084
2013-04-16 00:00:00,2013-04-16 13:30:00,28,1250.92
2013-04-16 00:00:00,2013-04-16 14:00:00,29,1257.9861
2013-04-16 00:00:00,2013-04-16 14:30:00,30,1266.0969
2013-04-16 00:00:00,2013-04-16 15:00:00,31,1271.1995
2013-04-16 00:00:00,2013-04-16 15:30:00,32,1279.282
2013-04-16 00:00:00,2013-04-16 16:00:00,33,1283.807
2013-04-16 00:00:00,2013-04-16 16:30:00,34,1307.5299
2013-04-16 00:00:00,2013-04-16 17:00:00,35,1327.3107
2013-04-16 00:00:00,2013-04-16 17:30:00,36,1351.3201
2013-04-16 00:00:00,2013-04-16 18:00:00,37,1367.009
2013-04-16 00:00:00,2013-04-16 18:30:00,38,1396.4061
2013-04-16 00:00:00,2013-04-16 19:00:00,39,1386.1558
2013-04-16 00:00:00,2013-04-16 19:30:00,40,1357.6836
2013-04-16 00:00:00,2013-04-16 20:00:00,41,1307.305
2013-04-16 00:00:00,2013-04-16 20:30:00,42,1257.8804
2013-04-16 00:00:00,2013-04-16 21:00:00,43,1233.078
2013-04-16 00:00:00,2013-04-16 21:30:00,44,1177.0647
2013-04-16 00:00:00,2013-04-16 22:00:00,45,1131.523
2013-04-16 00:00:00,2013-04-16 22:30:00,46,1087.4618
2013-04-16 00:00:00,2013-04-16 23:00:00,47,1115.1232
2013-04-16 00:00:00,2013-04-16 23:30:00,48,1275.784
2013-04-17 00:00:00,2013-04-17 00:00:00,1,1238.6069
2013-04-17 00:00:00,2013-04-17 00:30:00,2,1144.2947
2013-04-17 00:00:00,2013-04-17 01:00:00,3,1026.1172
2013-04-17 00:00:00,2013-04-17 01:30:00,4,964.80054
2013-04-17 00:00:00,2013-04-17 02:00:00,5,904.84875
2013-04-17 00:00:00,2013-04-17 02:30:00,6,874.1321
2013-04-17 00:00:00,2013-04-17 03:00:00,7,851.3309
2013-04-17 00:00:00,2013-04-17 03:30:00,8,836.7982
2013-04-17 00:00:00,2013-04-17 04:00:00,9,829.19965
2013-04-17 00:00:00,2013-04-17 04:30:00,10,843.2003
2013-04-17 00:00:00,2013-04-17 05:00:00,11,852.97064
2013-04-17 00:00:00,2013-04-17 05:30:00,12,877.0439
2013-04-17 00:00:00,2013-04-17 06:00:00,13,930.33905
2013-04-17 00:00:00,2013-04-17 06:30:00,14,1034.1232
2013-04-17 00:00:00,2013-04-17 07:00:00,15,1103.6786
2013-04-17 00:00:00,2013-04-17 07:30:00,16,1134.3469
2013-04-17 00:00:00,2013-04-17 08:00:00,17,1190.912
2013-04-17 00:00:00,2013-04-17 08:30:00,18,1213.7283
2013-04-17 00:00:00,2013-04-17 09:00:00,19,1208.4541
2013-04-17 00:00:00,2013-04-17 09:30:00,20,1188.9155
2013-04-17 00:00:00,2013-04-17 10:00:00,21,1178.1044
2013-04-17 00:00:00,2013-04-17 10:30:00,22,1173.3691
2013-04-17 00:00:00,2013-04-17 11:00:00,23,1155.9783
2013-04-17 00:00:00,2013-04-17 11:30:00,24,1186.3816
2013-04-17 00:00:00,2013-04-17 12:00:00,25,1187.6531
2013-04-17 00:00:00,2013-04-17 12:30:00,26,1195.9576
2013-04-17 00:00:00,2013-04-17 13:00:00,27,1193.2981
2013-04-17 00:00:00,2013-04-17 13:30:00,28,1212.2366
2013-04-17 00:00:00,2013-04-17 14:00:00,29,1212.9846
2013-04-17 00:00:00,2013-04-17 14:30:00,30,1224.6094
2013-04-17 00:00:00,2013-04-17 15:00:00,31,1247.862
2013-04-17 00:00:00,2013-04-17 15:30:00,32,1248.2522
2013-04-17 00:00:00,2013-04-17 16:00:00,33,1270.243
2013-04-17 00:00:00,2013-04-17 16:30:00,34,1289.8978
2013-04-17 00:00:00,2013-04-17 17:00:00,35,1315.2725
2013-04-17 00:00:00,2013-04-17 17:30:00,36,1341.0353
2013-04-17 00:00:00,2013-04-17 18:00:00,37,1368.6199
2013-04-17 00:00:00,2013-04-17 18:30:00,38,1411.6183
2013-04-17 00:00:00,2013-04-17 19:00:00,39,1396.1284
2013-04-17 00:00:00,2013-04-17 19:30:00,40,1361.1687
2013-04-17 00:00:00,2013-04-17 20:00:00,41,1326.5408
2013-04-17 00:00:00,2013-04-17 20:30:00,42,1295.9001
2013-04-17 00:00:00,2013-04-17 21:00:00,43,1252.5132
2013-04-17 00:00:00,2013-04-17 21:30:00,44,1210.5701
2013-04-17 00:00:00,2013-04-17 22:00:00,45,1171.6692
2013-04-17 00:00:00,2013-04-17 22:30:00,46,1115.174
2013-04-17 00:00:00,2013-04-17 23:00:00,47,1123.8723
2013-04-17 00:00:00,2013-04-17 23:30:00,48,1298.4785
2013-04-18 00:00:00,2013-04-18 00:00:00,1,1256.8667
2013-04-18 00:00:00,2013-04-18 00:30:00,2,1144.9174
2013-04-18 00:00:00,2013-04-18 01:00:00,3,1049.9979
2013-04-18 00:00:00,2013-04-18 01:30:00,4,983.0761
2013-04-18 00:00:00,2013-04-18 02:00:00,5,921.4287
2013-04-18 00:00:00,2013-04-18 02:30:00,6,873.83057
2013-04-18 00:00:00,2013-04-18 03:00:00,7,858.1072
2013-04-18 00:00:00,2013-04-18 03:30:00,8,840.7815
2013-04-18 00:00:00,2013-04-18 04:00:00,9,839.1521
2013-04-18 00:00:00,2013-04-18 04:30:00,10,840.9497
2013-04-18 00:00:00,2013-04-18 05:00:00,11,861.8946
2013-04-18 00:00:00,2013-04-18 05:30:00,12,904.74817
2013-04-18 00:00:00,2013-04-18 06:00:00,13,952.68475
2013-04-18 00:00:00,2013-04-18 06:30:00,14,1041.2059
2013-04-18 00:00:00,2013-04-18 07:00:00,15,1101.608
2013-04-18 00:00:00,2013-04-18 07:30:00,16,1120.832
2013-04-18 00:00:00,2013-04-18 08:00:00,17,1183.4629
2013-04-18 00:00:00,2013-04-18 08:30:00,18,1213.6311
2013-04-18 00:00:00,2013-04-18 09:00:00,19,1222.279
2013-04-18 00:00:00,2013-04-18 09:30:00,20,1212.6776
2013-04-18 00:00:00,2013-04-18 10:00:00,21,1202.8495
2013-04-18 00:00:00,2013-04-18 10:30:00,22,1194.9191
2013-04-18 00:00:00,2013-04-18 11:00:00,23,1177.9125
2013-04-18 00:00:00,2013-04-18 11:30:00,24,1210.2965
2013-04-18 00:00:00,2013-04-18 12:00:00,25,1209.9315
2013-04-18 00:00:00,2013-04-18 12:30:00,26,1215.7616
2013-04-18 00:00:00,2013-04-18 13:00:00,27,1214.2935
2013-04-18 00:00:00,2013-04-18 13:30:00,28,1221.4983
2013-04-18 00:00:00,2013-04-18 14:00:00,29,1225.367
2013-04-18 00:00:00,2013-04-18 14:30:00,30,1228.0166
2013-04-18 00:00:00,2013-04-18 15:00:00,31,1243.0509
2013-04-18 00:00:00,2013-04-18 15:30:00,32,1259.7133
2013-04-18 00:00:00,2013-04-18 16:00:00,33,1262.8485
2013-04-18 00:00:00,2013-04-18 16:30:00,34,1277.8663
2013-04-18 00:00:00,2013-04-18 17:00:00,35,1301.7596
2013-04-18 00:00:00,2013-04-18 17:30:00,36,1327.051
2013-04-18 00:00:00,2013-04-18 18:00:00,37,1351.49
2013-04-18 00:00:00,2013-04-18 18:30:00,38,1397.5339
2013-04-18 00:00:00,2013-04-18 19:00:00,39,1387.5471
2013-04-18 00:00:00,2013-04-18 19:30:00,40,1347.3425
2013-04-18 00:00:00,2013-04-18 20:00:00,41,1320.1799
2013-04-18 00:00:00,2013-04-18 20:30:00,42,1284.4373
2013-04-18 00:00:00,2013-04-18 21:00:00,43,1243.0366
2013-04-18 00:00:00,2013-04-18 21:30:00,44,1207.4199
2013-04-18 00:00:00,2013-04-18 22:00:00,45,1163.2068
2013-04-18 00:00:00,2013-04-18 22:30:00,46,1122.4742
2013-04-18 00:00:00,2013-04-18 23:00:00,47,1127.6752
2013-04-18 00:00:00,2013-04-18 23:30:00,48,1275.4072
2013-04-19 00:00:00,2013-04-19 00:00:00,1,1258.3693
2013-04-19 00:00:00,2013-04-19 00:30:00,2,1149.0289
2013-04-19 00:00:00,2013-04-19 01:00:00,3,1041.2786
2013-04-19 00:00:00,2013-04-19 01:30:00,4,975.0519
2013-04-19 00:00:00,2013-04-19 02:00:00,5,911.0829
2013-04-19 00:00:00,2013-04-19 02:30:00,6,875.9961
2013-04-19 00:00:00,2013-04-19 03:00:00,7,853.3052
2013-04-19 00:00:00,2013-04-19 03:30:00,8,840.2859
2013-04-19 00:00:00,2013-04-19 04:00:00,9,826.3112
2013-04-19 00:00:00,2013-04-19 04:30:00,10,829.73987
2013-04-19 00:00:00,2013-04-19 05:00:00,11,829.6892
2013-04-19 00:00:00,2013-04-19 05:30:00,12,866.2032
2013-04-19 00:00:00,2013-04-19 06:00:00,13,918.5626
2013-04-19 00:00:00,2013-04-19 06:30:00,14,1011.3251
2013-04-19 00:00:00,2013-04-19 07:00:00,15,1086.2545
2013-04-19 00:00:00,2013-04-19 07:30:00,16,1104.7941
2013-04-19 00:00:00,2013-04-19 08:00:00,17,1167.938
2013-04-19 00:00:00,2013-04-19 08:30:00,18,1197.7366
2013-04-19 00:00:00,2013-04-19 09:00:00,19,1194.6561
2013-04-19 00:00:00,2013-04-19 09:30:00,20,1172.1794
2013-04-19 00:00:00,2013-04-19 10:00:00,21,1163.2615
2013-04-19 00:00:00,2013-04-19 10:30:00,22,1150.4089
2013-04-19 00:00:00,2013-04-19 11:00:00,23,1129.5824
2013-04-19 00:00:00,2013-04-19 11:30:00,24,1140.321
2013-04-19 00:00:00,2013-04-19 12:00:00,25,1141.4878
2013-04-19 00:00:00,2013-04-19 12:30:00,26,1151.9893
2013-04-19 00:00:00,2013-04-19 13:00:00,27,1156.6086
2013-04-19 00:00:00,2013-04-19 13:30:00,28,1159.7335
2013-04-19 00:00:00,2013-04-19 14:00:00,29,1151.2267
2013-04-19 00:00:00,2013-04-19 14:30:00,30,1152.2043
2013-04-19 00:00:00,2013-04-19 15:00:00,31,1174.3954
2013-04-19 00:00:00,2013-04-19 15:30:00,32,1181.5204
2013-04-19 00:00:00,2013-04-19 16:00:00,33,1195.079
2013-04-19 00:00:00,2013-04-19 16:30:00,34,1221.6465
2013-04-19 00:00:00,2013-04-19 17:00:00,35,1241.5052
2013-04-19 00:00:00,2013-04-19 17:30:00,36,1259.7404
2013-04-19 00:00:00,2013-04-19 18:00:00,37,1293.3185
2013-04-19 00:00:00,2013-04-19 18:30:00,38,1341.7974
2013-04-19 00:00:00,2013-04-19 19:00:00,39,1322.9474
2013-04-19 00:00:00,2013-04-19 19:30:00,40,1290.4678
2013-04-19 00:00:00,2013-04-19 20:00:00,41,1260.0264
2013-04-19 00:00:00,2013-04-19 20:30:00,42,1220.8588
2013-04-19 00:00:00,2013-04-19 21:00:00,43,1195.2893
2013-04-19 00:00:00,2013-04-19 21:30:00,44,1158.3088
2013-04-19 00:00:00,2013-04-19 22:00:00,45,1125.2739
2013-04-19 00:00:00,2013-04-19 22:30:00,46,1083.6907
2013-04-19 00:00:00,2013-04-19 23:00:00,47,1105.6383
2013-04-19 00:00:00,2013-04-19 23:30:00,48,1255.1235
2013-04-20 00:00:00,2013-04-20 00:00:00,1,1254.9336
2013-04-20 00:00:00,2013-04-20 00:30:00,2,1151.8207
2013-04-20 00:00:00,2013-04-20 01:00:00,3,1054.7753
2013-04-20 00:00:00,2013-04-20 01:30:00,4,993.5049
2013-04-20 00:00:00,2013-04-20 02:00:00,5,924.82623
2013-04-20 00:00:00,2013-04-20 02:30:00,6,888.907
2013-04-20 00:00:00,2013-04-20 03:00:00,7,851.6831
2013-04-20 00:00:00,2013-04-20 03:30:00,8,843.46906
2013-04-20 00:00:00,2013-04-20 04:00:00,9,830.4316
2013-04-20 00:00:00,2013-04-20 04:30:00,10,821.07056
2013-04-20 00:00:00,2013-04-20 05:00:00,11,824.1068
2013-04-20 00:00:00,2013-04-20 05:30:00,12,832.6998
2013-04-20 00:00:00,2013-04-20 06:00:00,13,839.855
2013-04-20 00:00:00,2013-04-20 06:30:00,14,876.5112
2013-04-20 00:00:00,2013-04-20 07:00:00,15,896.925
2013-04-20 00:00:00,2013-04-20 07:30:00,16,907.52966
2013-04-20 00:00:00,2013-04-20 08:00:00,17,929.11523
2013-04-20 00:00:00,2013-04-20 08:30:00,18,947.282
2013-04-20 00:00:00,2013-04-20 09:00:00,19,963.9986
2013-04-20 00:00:00,2013-04-20 09:30:00,20,944.4802
2013-04-20 00:00:00,2013-04-20 10:00:00,21,933.4365
2013-04-20 00:00:00,2013-04-20 10:30:00,22,935.5681
2013-04-20 00:00:00,2013-04-20 11:00:00,23,913.40326
2013-04-20 00:00:00,2013-04-20 11:30:00,24,925.09534
2013-04-20 00:00:00,2013-04-20 12:00:00,25,920.5896
2013-04-20 00:00:00,2013-04-20 12:30:00,26,917.1536
2013-04-20 00:00:00,2013-04-20 13:00:00,27,910.974
2013-04-20 00:00:00,2013-04-20 13:30:00,28,908.3668
2013-04-20 00:00:00,2013-04-20 14:00:00,29,898.73553
2013-04-20 00:00:00,2013-04-20 14:30:00,30,902.4635
2013-04-20 00:00:00,2013-04-20 15:00:00,31,912.1752
2013-04-20 00:00:00,2013-04-20 15:30:00,32,932.2002
2013-04-20 00:00:00,2013-04-20 16:00:00,33,951.3997
2013-04-20 00:00:00,2013-04-20 16:30:00,34,971.7206
2013-04-20 00:00:00,2013-04-20 17:00:00,35,1008.40485
2013-04-20 00:00:00,2013-04-20 17:30:00,36,1041.9076
2013-04-20 00:00:00,2013-04-20 18:00:00,37,1098.7504
2013-04-20 00:00:00,2013-04-20 18:30:00,38,1137.0092
2013-04-20 00:00:00,2013-04-20 19:00:00,39,1141.4441
2013-04-20 00:00:00,2013-04-20 19:30:00,40,1123.3287
2013-04-20 00:00:00,2013-04-20 20:00:00,41,1097.6222
2013-04-20 00:00:00,2013-04-20 20:30:00,42,1081.9283
2013-04-20 00:00:00,2013-04-20 21:00:00,43,1081.8433
2013-04-20 00:00:00,2013-04-20 21:30:00,44,1059.4594
2013-04-20 00:00:00,2013-04-20 22:00:00,45,1027.6235
2013-04-20 00:00:00,2013-04-20 22:30:00,46,1014.7471
2013-04-20 00:00:00,2013-04-20 23:00:00,47,1040.0999
2013-04-20 00:00:00,2013-04-20 23:30:00,48,1192.8197
2013-04-21 00:00:00,2013-04-21 00:00:00,1,1191.9784
2013-04-21 00:00:00,2013-04-21 00:30:00,2,1101.7563
2013-04-21 00:00:00,2013-04-21 01:00:00,3,1012.4959
2013-04-21 00:00:00,2013-04-21 01:30:00,4,956.2956
2013-04-21 00:00:00,2013-04-21 02:00:00,5,893.3878
2013-04-21 00:00:00,2013-04-21 02:30:00,6,852.9426
2013-04-21 00:00:00,2013-04-21 03:00:00,7,827.9219
2013-04-21 00:00:00,2013-04-21 03:30:00,8,805.2841
2013-04-21 00:00:00,2013-04-21 04:00:00,9,778.34247
2013-04-21 00:00:00,2013-04-21 04:30:00,10,777.3544
2013-04-21 00:00:00,2013-04-21 05:00:00,11,781.1492
2013-04-21 00:00:00,2013-04-21 05:30:00,12,783.9359
2013-04-21 00:00:00,2013-04-21 06:00:00,13,783.1157
2013-04-21 00:00:00,2013-04-21 06:30:00,14,804.66833
2013-04-21 00:00:00,2013-04-21 07:00:00,15,817.0997
2013-04-21 00:00:00,2013-04-21 07:30:00,16,816.94977
2013-04-21 00:00:00,2013-04-21 08:00:00,17,837.94946
2013-04-21 00:00:00,2013-04-21 08:30:00,18,842.42053
2013-04-21 00:00:00,2013-04-21 09:00:00,19,843.67725
2013-04-21 00:00:00,2013-04-21 09:30:00,20,830.9983
2013-04-21 00:00:00,2013-04-21 10:00:00,21,818.54755
2013-04-21 00:00:00,2013-04-21 10:30:00,22,802.38403
2013-04-21 00:00:00,2013-04-21 11:00:00,23,784.48346
2013-04-21 00:00:00,2013-04-21 11:30:00,24,808.4431
2013-04-21 00:00:00,2013-04-21 12:00:00,25,795.794
2013-04-21 00:00:00,2013-04-21 12:30:00,26,795.6241
2013-04-21 00:00:00,2013-04-21 13:00:00,27,793.3946
2013-04-21 00:00:00,2013-04-21 13:30:00,28,793.427
2013-04-21 00:00:00,2013-04-21 14:00:00,29,795.8453
2013-04-21 00:00:00,2013-04-21 14:30:00,30,819.8671
2013-04-21 00:00:00,2013-04-21 15:00:00,31,843.8946
2013-04-21 00:00:00,2013-04-21 15:30:00,32,872.4912
2013-04-21 00:00:00,2013-04-21 16:00:00,33,907.6327
2013-04-21 00:00:00,2013-04-21 16:30:00,34,943.1745
2013-04-21 00:00:00,2013-04-21 17:00:00,35,983.7874
2013-04-21 00:00:00,2013-04-21 17:30:00,36,1019.40717
2013-04-21 00:00:00,2013-04-21 18:00:00,37,1073.469
2013-04-21 00:00:00,2013-04-21 18:30:00,38,1137.3778
2013-04-21 00:00:00,2013-04-21 19:00:00,39,1138.566
2013-04-21 00:00:00,2013-04-21 19:30:00,40,1110.9208
2013-04-21 00:00:00,2013-04-21 20:00:00,41,1086.3533
2013-04-21 00:00:00,2013-04-21 20:30:00,42,1071.4208
2013-04-21 00:00:00,2013-04-21 21:00:00,43,1048.4956
2013-04-21 00:00:00,2013-04-21 21:30:00,44,1018.4173
2013-04-21 00:00:00,2013-04-21 22:00:00,45,984.93823
2013-04-21 00:00:00,2013-04-21 22:30:00,46,954.62305
2013-04-21 00:00:00,2013-04-21 23:00:00,47,983.68494
2013-04-21 00:00:00,2013-04-21 23:30:00,48,1133.0314
2013-04-22 00:00:00,2013-04-22 00:00:00,1,1244.7167
2013-04-22 00:00:00,2013-04-22 00:30:00,2,1151.6997
2013-04-22 00:00:00,2013-04-22 01:00:00,3,1040.5212
2013-04-22 00:00:00,2013-04-22 01:30:00,4,962.63776
2013-04-22 00:00:00,2013-04-22 02:00:00,5,916.46375
2013-04-22 00:00:00,2013-04-22 02:30:00,6,870.3446
2013-04-22 00:00:00,2013-04-22 03:00:00,7,841.30237
2013-04-22 00:00:00,2013-04-22 03:30:00,8,836.1466
2013-04-22 00:00:00,2013-04-22 04:00:00,9,843.4796
2013-04-22 00:00:00,2013-04-22 04:30:00,10,832.21826
2013-04-22 00:00:00,2013-04-22 05:00:00,11,840.75555
2013-04-22 00:00:00,2013-04-22 05:30:00,12,879.26025
2013-04-22 00:00:00,2013-04-22 06:00:00,13,922.35706
2013-04-22 00:00:00,2013-04-22 06:30:00,14,1002.0679
2013-04-22 00:00:00,2013-04-22 07:00:00,15,1055.3763
2013-04-22 00:00:00,2013-04-22 07:30:00,16,1081.3209
2013-04-22 00:00:00,2013-04-22 08:00:00,17,1139.539
2013-04-22 00:00:00,2013-04-22 08:30:00,18,1171.0181
2013-04-22 00:00:00,2013-04-22 09:00:00,19,1187.62
2013-04-22 00:00:00,2013-04-22 09:30:00,20,1193.3108
2013-04-22 00:00:00,2013-04-22 10:00:00,21,1185.8232
2013-04-22 00:00:00,2013-04-22 10:30:00,22,1180.6755
2013-04-22 00:00:00,2013-04-22 11:00:00,23,1170.2432
2013-04-22 00:00:00,2013-04-22 11:30:00,24,1200.5475
2013-04-22 00:00:00,2013-04-22 12:00:00,25,1213.9135
2013-04-22 00:00:00,2013-04-22 12:30:00,26,1227.5298
2013-04-22 00:00:00,2013-04-22 13:00:00,27,1234.6786
2013-04-22 00:00:00,2013-04-22 13:30:00,28,1241.983
2013-04-22 00:00:00,2013-04-22 14:00:00,29,1234.117
2013-04-22 00:00:00,2013-04-22 14:30:00,30,1240.2577
2013-04-22 00:00:00,2013-04-22 15:00:00,31,1255.4384
2013-04-22 00:00:00,2013-04-22 15:30:00,32,1271.4331
2013-04-22 00:00:00,2013-04-22 16:00:00,33,1287.9164
2013-04-22 00:00:00,2013-04-22 16:30:00,34,1298.2129
2013-04-22 00:00:00,2013-04-22 17:00:00,35,1323.2678
2013-04-22 00:00:00,2013-04-22 17:30:00,36,1360.8743
2013-04-22 00:00:00,2013-04-22 18:00:00,37,1408.5532
2013-04-22 00:00:00,2013-04-22 18:30:00,38,1448.4618
2013-04-22 00:00:00,2013-04-22 19:00:00,39,1419.3224
2013-04-22 00:00:00,2013-04-22 19:30:00,40,1366.6396
2013-04-22 00:00:00,2013-04-22 20:00:00,41,1327.604
2013-04-22 00:00:00,2013-04-22 20:30:00,42,1290.4056
2013-04-22 00:00:00,2013-04-22 21:00:00,43,1260.4795
2013-04-22 00:00:00,2013-04-22 21:30:00,44,1212.2346
2013-04-22 00:00:00,2013-04-22 22:00:00,45,1169.2599
2013-04-22 00:00:00,2013-04-22 22:30:00,46,1116.375
2013-04-22 00:00:00,2013-04-22 23:00:00,47,1123.2336
2013-04-22 00:00:00,2013-04-22 23:30:00,48,1271.6365
2013-04-23 00:00:00,2013-04-23 00:00:00,1,1280.0807
2013-04-23 00:00:00,2013-04-23 00:30:00,2,1182.5822
2013-04-23 00:00:00,2013-04-23 01:00:00,3,1068.7253
2013-04-23 00:00:00,2013-04-23 01:30:00,4,984.8332
2013-04-23 00:00:00,2013-04-23 02:00:00,5,929.97595
2013-04-23 00:00:00,2013-04-23 02:30:00,6,878.7056
2013-04-23 00:00:00,2013-04-23 03:00:00,7,850.28186
2013-04-23 00:00:00,2013-04-23 03:30:00,8,829.6845
2013-04-23 00:00:00,2013-04-23 04:00:00,9,825.72534
2013-04-23 00:00:00,2013-04-23 04:30:00,10,844.9857
2013-04-23 00:00:00,2013-04-23 05:00:00,11,845.40594
2013-04-23 00:00:00,2013-04-23 05:30:00,12,883.429
2013-04-23 00:00:00,2013-04-23 06:00:00,13,922.8598
2013-04-23 00:00:00,2013-04-23 06:30:00,14,1006.5049
2013-04-23 00:00:00,2013-04-23 07:00:00,15,1078.0211
2013-04-23 00:00:00,2013-04-23 07:30:00,16,1113.5668
2013-04-23 00:00:00,2013-04-23 08:00:00,17,1179.2516
2013-04-23 00:00:00,2013-04-23 08:30:00,18,1208.5537
2013-04-23 00:00:00,2013-04-23 09:00:00,19,1208.3247
2013-04-23 00:00:00,2013-04-23 09:30:00,20,1206.0859
2013-04-23 00:00:00,2013-04-23 10:00:00,21,1197.4202
2013-04-23 00:00:00,2013-04-23 10:30:00,22,1179.6843
2013-04-23 00:00:00,2013-04-23 11:00:00,23,1177.7898
2013-04-23 00:00:00,2013-04-23 11:30:00,24,1199.6057
2013-04-23 00:00:00,2013-04-23 12:00:00,25,1203.2582
2013-04-23 00:00:00,2013-04-23 12:30:00,26,1217.1511
2013-04-23 00:00:00,2013-04-23 13:00:00,27,1223.6298
2013-04-23 00:00:00,2013-04-23 13:30:00,28,1230.6234
2013-04-23 00:00:00,2013-04-23 14:00:00,29,1217.7354
2013-04-23 00:00:00,2013-04-23 14:30:00,30,1218.977
2013-04-23 00:00:00,2013-04-23 15:00:00,31,1230.875
2013-04-23 00:00:00,2013-04-23 15:30:00,32,1242.9008
2013-04-23 00:00:00,2013-04-23 16:00:00,33,1258.2686
2013-04-23 00:00:00,2013-04-23 16:30:00,34,1297.279
2013-04-23 00:00:00,2013-04-23 17:00:00,35,1331.6865
2013-04-23 00:00:00,2013-04-23 17:30:00,36,1379.2866
2013-04-23 00:00:00,2013-04-23 18:00:00,37,1427.663
2013-04-23 00:00:00,2013-04-23 18:30:00,38,1487.667
2013-04-23 00:00:00,2013-04-23 19:00:00,39,1464.5182
2013-04-23 00:00:00,2013-04-23 19:30:00,40,1422.9404
2013-04-23 00:00:00,2013-04-23 20:00:00,41,1382.4493
2013-04-23 00:00:00,2013-04-23 20:30:00,42,1334.5072
