Origin,Timestamp,Horizon,Prophet
2013-04-23 00:00:00,2013-04-23 23:00:00,47,1172.3252881564088
2013-04-23 00:00:00,2013-04-23 23:30:00,48,1155.1283590199973
2013-04-24 00:00:00,2013-04-24 00:00:00,1,1133.2486351541665
2013-04-24 00:00:00,2013-04-24 00:30:00,2,1101.4719966129046
2013-04-24 00:00:00,2013-04-24 01:00:00,3,1057.0401130758448
2013-04-24 00:00:00,2013-04-24 01:30:00,4,1000.7585809337604
2013-04-24 00:00:00,2013-04-24 02:00:00,5,937.2253762978598
2013-04-24 00:00:00,2013-04-24 02:30:00,6,874.0944853135636
2013-04-24 00:00:00,2013-04-24 03:00:00,7,820.5337408893965
2013-04-24 00:00:00,2013-04-24 03:30:00,8,785.2413979450748
2013-04-24 00:00:00,2013-04-24 04:00:00,9,774.4998437397944
2013-04-24 00:00:00,2013-04-24 04:30:00,10,790.7378123376127
2013-04-24 00:00:00,2013-04-24 05:00:00,11,831.9466245901843
2013-04-24 00:00:00,2013-04-24 05:30:00,12,892.0840820408141
2013-04-24 00:00:00,2013-04-24 06:00:00,13,962.3565010698821
2013-04-24 00:00:00,2013-04-24 06:30:00,14,1033.0573793564465
2013-04-24 00:00:00,2013-04-24 07:00:00,15,1095.5140062927687
2013-04-24 00:00:00,2013-04-24 07:30:00,16,1143.6819662197508
2013-04-24 00:00:00,2013-04-24 08:00:00,17,1175.032426601778
2013-04-24 00:00:00,2013-04-24 08:30:00,18,1190.5685761336058
2013-04-24 00:00:00,2013-04-24 09:00:00,19,1194.033774100918
2013-04-24 00:00:00,2013-04-24 09:30:00,20,1190.5750310584237
2013-04-24 00:00:00,2013-04-24 10:00:00,21,1185.249394791014
2013-04-24 00:00:00,2013-04-24 10:30:00,22,1181.7772588693142
2013-04-24 00:00:00,2013-04-24 11:00:00,23,1181.854457663313
2013-04-24 00:00:00,2013-04-24 11:30:00,24,1185.1623206789254
2013-04-24 00:00:00,2013-04-24 12:00:00,25,1190.0108459138185
2013-04-24 00:00:00,2013-04-24 12:30:00,26,1194.3715904529313
2013-04-24 00:00:00,2013-04-24 13:00:00,27,1196.9525995795104
2013-04-24 00:00:00,2013-04-24 13:30:00,28,1197.9653842474168
2013-04-24 00:00:00,2013-04-24 14:00:00,29,1199.3327795329267
2013-04-24 00:00:00,2013-04-24 14:30:00,30,1204.257578883385
2013-04-24 00:00:00,2013-04-24 15:00:00,31,1216.2662872883711
2013-04-24 00:00:00,2013-04-24 15:30:00,32,1238.00489304679
2013-04-24 00:00:00,2013-04-24 16:00:00,33,1270.1477908854772
2013-04-24 00:00:00,2013-04-24 16:30:00,34,1310.762158503789
2013-04-24 00:00:00,2013-04-24 17:00:00,35,1355.352068165551
2013-04-24 00:00:00,2013-04-24 17:30:00,36,1397.6209919075104
2013-04-24 00:00:00,2013-04-24 18:00:00,37,1430.7889339099372
2013-04-24 00:00:00,2013-04-24 18:30:00,38,1449.1374006088313
2013-04-24 00:00:00,2013-04-24 19:00:00,39,1449.3780126212955
2013-04-24 00:00:00,2013-04-24 19:30:00,40,1431.4722039194874
2013-04-24 00:00:00,2013-04-24 20:00:00,41,1398.6640892801363
2013-04-24 00:00:00,2013-04-24 20:30:00,42,1356.6919181042633
2013-04-24 00:00:00,2013-04-24 21:00:00,43,1312.361963730339
2013-04-24 00:00:00,2013-04-24 21:30:00,44,1271.8435476033903
2013-04-24 00:00:00,2013-04-24 22:00:00,45,1239.127193063854
2013-04-24 00:00:00,2013-04-24 22:30:00,46,1215.0554323180431
2013-04-24 00:00:00,2013-04-24 23:00:00,47,1197.1939149174166
2013-04-24 00:00:00,2013-04-24 23:30:00,48,1180.5948187418876
2013-04-25 00:00:00,2013-04-25 00:00:00,1,1159.270901063459
2013-04-25 00:00:00,2013-04-25 00:30:00,2,1128.0081375508464
2013-04-25 00:00:00,2013-04-25 01:00:00,3,1084.0484141492984
2013-04-25 00:00:00,2013-04-25 01:30:00,4,1028.1976557197088
2013-04-25 00:00:00,2013-04-25 02:00:00,5,965.0542702364719
2013-04-25 00:00:00,2013-04-25 02:30:00,6,902.2727699868875
2013-04-25 00:00:00,2013-04-25 03:00:00,7,849.0215989233908
2013-04-25 00:00:00,2013-04-25 03:30:00,8,813.9996983156792
2013-04-25 00:00:00,2013-04-25 04:00:00,9,803.4902072868665
2013-04-25 00:00:00,2013-04-25 04:30:00,10,819.9226673878918
2013-04-25 00:00:00,2013-04-25 05:00:00,11,861.2892525451468
2013-04-25 00:00:00,2013-04-25 05:30:00,12,921.5486529266065
2013-04-25 00:00:00,2013-04-25 06:00:00,13,991.9080990152148
2013-04-25 00:00:00,2013-04-25 06:30:00,14,1062.6620180504985
2013-04-25 00:00:00,2013-04-25 07:00:00,15,1125.1386345016003
2013-04-25 00:00:00,2013-04-25 07:30:00,16,1173.2944634855223
2013-04-25 00:00:00,2013-04-25 08:00:00,17,1204.6015892907826
2013-04-25 00:00:00,2013-04-25 08:30:00,18,1220.0640940522044
2013-04-25 00:00:00,2013-04-25 09:00:00,19,1223.4261979075627
2013-04-25 00:00:00,2013-04-25 09:30:00,20,1219.8357307842837
2013-04-25 00:00:00,2013-04-25 10:00:00,21,1214.3505097850577
2013-04-25 00:00:00,2013-04-25 10:30:00,22,1210.69163953499
2013-04-25 00:00:00,2013-04-25 11:00:00,23,1210.555599387464
2013-04-25 00:00:00,2013-04-25 11:30:00,24,1213.6242903887742
2013-04-25 00:00:00,2013-04-25 12:00:00,25,1218.2082017314465
2013-04-25 00:00:00,2013-04-25 12:30:00,26,1222.2792949349273
2013-04-25 00:00:00,2013-04-25 13:00:00,27,1224.5459270940855
2013-04-25 00:00:00,2013-04-25 13:30:00,28,1225.2198230107906
2013-04-25 00:00:00,2013-04-25 14:00:00,29,1226.2239289041595
2013-04-25 00:00:00,2013-04-25 14:30:00,30,1230.7610425151827
2013-04-25 00:00:00,2013-04-25 15:00:00,31,1242.357562750821
2013-04-25 00:00:00,2013-04-25 15:30:00,32,1263.65925856385
2013-04-25 00:00:00,2013-04-25 16:00:00,33,1295.3401898510356
2013-04-25 00:00:00,2013-04-25 16:30:00,34,1335.4670824091165
2013-04-25 00:00:00,2013-04-25 17:00:00,35,1379.5434386664087
2013-04-25 00:00:00,2013-04-25 17:30:00,36,1421.272042671022
2013-04-25 00:00:00,2013-04-25 18:00:00,37,1453.87209295854
2013-04-25 00:00:00,2013-04-25 18:30:00,38,1471.6241738422539
2013-04-25 00:00:00,2013-04-25 19:00:00,39,1471.2388692150448
2013-04-25 00:00:00,2013-04-25 19:30:00,40,1452.676464278103
2013-04-25 00:00:00,2013-04-25 20:00:00,41,1419.1798162583473
2013-04-25 00:00:00,2013-04-25 20:30:00,42,1376.4858121323257
2013-04-25 00:00:00,2013-04-25 21:00:00,43,1331.3992625345086
2013-04-25 00:00:00,2013-04-25 21:30:00,44,1290.087931178695
2013-04-25 00:00:00,2013-04-25 22:00:00,45,1256.540694534829
2013-04-25 00:00:00,2013-04-25 22:30:00,46,1231.5983552622179
2013-04-25 00:00:00,2013-04-25 23:00:00,47,1212.8247578233822
2013-04-25 00:00:00,2013-04-25 23:30:00,48,1195.2702071200883
2013-04-26 00:00:00,2013-04-26 00:00:00,1,1172.945527779075
2013-04-26 00:00:00,2013-04-26 00:30:00,2,1140.6347119011589
2013-04-26 00:00:00,2013-04-26 01:00:00,3,1095.5776201727394
2013-04-26 00:00:00,2013-04-26 01:30:00,4,1038.5781202007277
2013-04-26 00:00:00,2013-04-26 02:00:00,5,974.2325408293026
2013-04-26 00:00:00,2013-04-26 02:30:00,6,910.1933038519153
2013-04-26 00:00:00,2013-04-26 03:00:00,7,855.6267622282952
2013-04-26 00:00:00,2013-04-26 03:30:00,8,819.229776916389
2013-04-26 00:00:00,2013-04-26 04:00:00,9,807.2834288629878
2013-04-26 00:00:00,2013-04-26 04:30:00,10,822.2152352661473
2013-04-26 00:00:00,2013-04-26 05:00:00,11,862.0153913997173
2013-04-26 00:00:00,2013-04-26 05:30:00,12,920.6406665120287
2013-04-26 00:00:00,2013-04-26 06:00:00,13,989.2964399863154
2013-04-26 00:00:00,2013-04-26 06:30:00,14,1058.2753700426813
2013-04-26 00:00:00,2013-04-26 07:00:00,15,1118.9040063297161
2013-04-26 00:00:00,2013-04-26 07:30:00,16,1165.137295522952
2013-04-26 00:00:00,2013-04-26 08:00:00,17,1194.4458719312831
2013-04-26 00:00:00,2013-04-26 08:30:00,18,1207.832498124038
2013-04-26 00:00:00,2013-04-26 09:00:00,19,1209.04021682158
2013-04-26 00:00:00,2013-04-26 09:30:00,20,1203.2158342572943
2013-04-26 00:00:00,2013-04-26 10:00:00,21,1195.4163088245818
2013-04-26 00:00:00,2013-04-26 10:30:00,22,1189.3620623864647
2013-04-26 00:00:00,2013-04-26 11:00:00,23,1186.7490780710689
2013-04-26 00:00:00,2013-04-26 11:30:00,24,1187.258957457188
2013-04-26 00:00:00,2013-04-26 12:00:00,25,1189.2020967378442
2013-04-26 00:00:00,2013-04-26 12:30:00,26,1190.5505801947581
2013-04-26 00:00:00,2013-04-26 13:00:00,27,1190.013112147343
2013-04-26 00:00:00,2013-04-26 13:30:00,28,1187.8019972525806
2013-04-26 00:00:00,2013-04-26 14:00:00,29,1185.8410017597823
2013-04-26 00:00:00,2013-04-26 14:30:00,30,1187.3339905313644
2013-04-26 00:00:00,2013-04-26 15:00:00,31,1195.8086828876828
2013-04-26 00:00:00,2013-04-26 15:30:00,32,1213.912427040162
2013-04-26 00:00:00,2013-04-26 16:00:00,33,1242.321125726303
2013-04-26 00:00:00,2013-04-26 16:30:00,34,1279.103615200158
2013-04-26 00:00:00,2013-04-26 17:00:00,35,1319.765779165293
2013-04-26 00:00:00,2013-04-26 17:30:00,36,1358.0130561580575
2013-04-26 00:00:00,2013-04-26 18:00:00,37,1387.0675739706742
2013-04-26 00:00:00,2013-04-26 18:30:00,38,1401.213121644897
2013-04-26 00:00:00,2013-04-26 19:00:00,39,1397.163763088298
2013-04-26 00:00:00,2013-04-26 19:30:00,40,1374.8835377547766
2013-04-26 00:00:00,2013-04-26 20:00:00,41,1337.6193294115585
2013-04-26 00:00:00,2013-04-26 20:30:00,42,1291.1123209898353
2013-04-26 00:00:00,2013-04-26 21:00:00,43,1242.1718847376735
2013-04-26 00:00:00,2013-04-26 21:30:00,44,1196.9706069679653
2013-04-26 00:00:00,2013-04-26 22:00:00,45,1159.5024421529474
2013-04-26 00:00:00,2013-04-26 22:30:00,46,1130.6135198701538
2013-04-26 00:00:00,2013-04-26 23:00:00,47,1107.8732530521766
2013-04-26 00:00:00,2013-04-26 23:30:00,48,1086.3377483280392
2013-04-27 00:00:00,2013-04-27 00:00:00,1,1060.0238562088152
2013-04-27 00:00:00,2013-04-27 00:30:00,2,1023.7218088093151
2013-04-27 00:00:00,2013-04-27 01:00:00,3,974.6779101540569
2013-04-27 00:00:00,2013-04-27 01:30:00,4,913.7026628529975
2013-04-27 00:00:00,2013-04-27 02:00:00,5,845.3992099891466
2013-04-27 00:00:00,2013-04-27 02:30:00,6,777.4269536176222
2013-04-27 00:00:00,2013-04-27 03:00:00,7,718.9593790716518
2013-04-27 00:00:00,2013-04-27 03:30:00,8,678.7006171268392
2013-04-27 00:00:00,2013-04-27 04:00:00,9,662.9391407267564
2013-04-27 00:00:00,2013-04-27 04:30:00,10,674.1099652839321
2013-04-27 00:00:00,2013-04-27 05:00:00,11,710.2108740019842
2013-04-27 00:00:00,2013-04-27 05:30:00,12,765.2062966947072
2013-04-27 00:00:00,2013-04-27 06:00:00,13,830.309328412168
2013-04-27 00:00:00,2013-04-27 06:30:00,14,895.8203800387845
2013-04-27 00:00:00,2013-04-27 07:00:00,15,953.0737725277488
2013-04-27 00:00:00,2013-04-27 07:30:00,16,996.0322236620207
2013-04-27 00:00:00,2013-04-27 08:00:00,17,1022.1741195459664
2013-04-27 00:00:00,2013-04-27 08:30:00,18,1032.5099358667953
2013-04-27 00:00:00,2013-04-27 09:00:00,19,1030.7903702363026
2013-04-27 00:00:00,2013-04-27 09:30:00,20,1022.1698058038166
2013-04-27 00:00:00,2013-04-27 10:00:00,21,1011.7126801002364
2013-04-27 00:00:00,2013-04-27 10:30:00,22,1003.1467764887404
2013-04-27 00:00:00,2013-04-27 11:00:00,23,998.1753021245914
2013-04-27 00:00:00,2013-04-27 11:30:00,24,996.4869253792349
2013-04-27 00:00:00,2013-04-27 12:00:00,25,996.3989323722675
2013-04-27 00:00:00,2013-04-27 12:30:00,26,995.8901010099771
2013-04-27 00:00:00,2013-04-27 13:00:00,27,993.6756137408789
2013-04-27 00:00:00,2013-04-27 13:30:00,28,989.9740189666402
2013-04-27 00:00:00,2013-04-27 14:00:00,29,986.7150737727899
2013-04-27 00:00:00,2013-04-27 14:30:00,30,987.108362837576
2013-04-27 00:00:00,2013-04-27 15:00:00,31,994.6870366340526
2013-04-27 00:00:00,2013-04-27 15:30:00,32,1012.1035687600538
2013-04-27 00:00:00,2013-04-27 16:00:00,33,1040.038665032432
2013-04-27 00:00:00,2013-04-27 16:30:00,34,1076.5656265629768
2013-04-27 00:00:00,2013-04-27 17:00:00,35,1117.1944484828418
2013-04-27 00:00:00,2013-04-27 17:30:00,36,1155.6343128422525
2013-04-27 00:00:00,2013-04-27 18:00:00,37,1185.110709264465
2013-04-27 00:00:00,2013-04-27 18:30:00,38,1199.9103940998903
2013-04-27 00:00:00,2013-04-27 19:00:00,39,1196.749991968332
2013-04-27 00:00:00,2013-04-27 19:30:00,40,1175.595685321022
2013-04-27 00:00:00,2013-04-27 20:00:00,41,1139.696073012274
2013-04-27 00:00:00,2013-04-27 20:30:00,42,1094.79361593787
2013-04-27 00:00:00,2013-04-27 21:00:00,43,1047.6985189851964
2013-04-27 00:00:00,2013-04-27 21:30:00,44,1004.583748619812
2013-04-27 00:00:00,2013-04-27 22:00:00,45,969.4431808803477
2013-04-27 00:00:00,2013-04-27 22:30:00,46,943.1224033394622
2013-04-27 00:00:00,2013-04-27 23:00:00,47,923.1898194432029
2013-04-27 00:00:00,2013-04-27 23:30:00,48,904.7000561228522
2013-04-28 00:00:00,2013-04-28 00:00:00,1,881.6680123672772
2013-04-28 00:00:00,2013-04-28 00:30:00,2,848.881496503635
2013-04-28 00:00:00,2013-04-28 01:00:00,3,803.5839172361602
2013-04-28 00:00:00,2013-04-28 01:30:00,4,746.5824122241163
2013-04-28 00:00:00,2013-04-28 02:00:00,5,682.4762930515078
2013-04-28 00:00:00,2013-04-28 02:30:00,6,618.9206680016837
2013-04-28 00:00:00,2013-04-28 03:00:00,7,565.0842717892624
2013-04-28 00:00:00,2013-04-28 03:30:00,8,529.6660343338733
2013-04-28 00:00:00,2013-04-28 04:00:00,9,518.9487852472988
2013-04-28 00:00:00,2013-04-28 04:30:00,10,535.3614630399477
2013-04-28 00:00:00,2013-04-28 05:00:00,11,576.8953504692365
2013-04-28 00:00:00,2013-04-28 05:30:00,12,637.5079644939239
2013-04-28 00:00:00,2013-04-28 06:00:00,13,708.4050871223149
2013-04-28 00:00:00,2013-04-28 06:30:00,14,779.8794292637235
2013-04-28 00:00:00,2013-04-28 07:00:00,15,843.2572392732088
2013-04-28 00:00:00,2013-04-28 07:30:00,16,892.4928049927619
2013-04-28 00:00:00,2013-04-28 08:00:00,17,925.0557414831924
2013-04-28 00:00:00,2013-04-28 08:30:00,18,941.9474294482402
2013-04-28 00:00:00,2013-04-28 09:00:00,19,946.9091656144371
2013-04-28 00:00:00,2013-04-28 09:30:00,20,945.0856452087146
2013-04-28 00:00:00,2013-04-28 10:00:00,21,941.5313504670642
2013-04-28 00:00:00,2013-04-28 10:30:00,22,939.9638624673868
2013-04-28 00:00:00,2013-04-28 11:00:00,23,942.0759601920606
2013-04-28 00:00:00,2013-04-28 11:30:00,24,947.5456796491158
2013-04-28 00:00:00,2013-04-28 12:00:00,25,954.6794927167007
2013-04-28 00:00:00,2013-04-28 12:30:00,26,961.4452039967179
2013-04-28 00:00:00,2013-04-28 13:00:00,27,966.5468868585591
2013-04-28 00:00:00,2013-04-28 13:30:00,28,970.1918685527475
2013-04-28 00:00:00,2013-04-28 14:00:00,29,974.2985969777554
2013-04-28 00:00:00,2013-04-28 14:30:00,30,982.0652839062866
2013-04-28 00:00:00,2013-04-28 15:00:00,31,997.0136677547671
2013-04-28 00:00:00,2013-04-28 15:30:00,32,1021.7847955979214
2013-04-28 00:00:00,2013-04-28 16:00:00,33,1057.0479570721425
2013-04-28 00:00:00,2013-04-28 16:30:00,34,1100.8650722955786
2013-04-28 00:00:00,2013-04-28 17:00:00,35,1148.7348153680468
2013-04-28 00:00:00,2013-04-28 17:30:00,36,1194.355131959731
2013-04-28 00:00:00,2013-04-28 18:00:00,37,1230.9403845464599
2013-04-28 00:00:00,2013-04-28 18:30:00,38,1252.7663358184961
2013-04-28 00:00:00,2013-04-28 19:00:00,39,1256.5387742671567
2013-04-28 00:00:00,2013-04-28 19:30:00,40,1242.2132274073501
2013-04-28 00:00:00,2013-04-28 20:00:00,41,1213.027843594423
2013-04-28 00:00:00,2013-04-28 20:30:00,42,1174.7148604396511
2013-04-28 00:00:00,2013-04-28 21:00:00,43,1134.0745090005714
2013-04-28 00:00:00,2013-04-28 21:30:00,44,1097.2700530104944
2013-04-28 00:00:00,2013-04-28 22:00:00,45,1068.2859578727953
2013-04-28 00:00:00,2013-04-28 22:30:00,46,1047.9587129178233
2013-04-28 00:00:00,2013-04-28 23:00:00,47,1033.8479552752942
2013-04-28 00:00:00,2013-04-28 23:30:00,48,1020.9998962185715
2013-04-29 00:00:00,2013-04-29 00:00:00,1,1003.4213876151865
2013-04-29 00:00:00,2013-04-29 00:30:00,2,975.8925761759854
2013-04-29 00:00:00,2013-04-29 01:00:00,3,935.6496105211763
2013-04-29 00:00:00,2013-04-29 01:30:00,4,883.4927848277098
2013-04-29 00:00:00,2013-04-29 02:00:00,5,824.014997764438
2013-04-29 00:00:00,2013-04-29 02:30:00,6,764.8653882708767
2013-04-29 00:00:00,2013-04-29 03:00:00,7,715.207177162704
2013-04-29 00:00:00,2013-04-29 03:30:00,8,683.7342466112049
2013-04-29 00:00:00,2013-04-29 04:00:00,9,676.7248542473824
2013-04-29 00:00:00,2013-04-29 04:30:00,10,696.6038508099018
2013-04-29 00:00:00,2013-04-29 05:00:00,11,741.358922714961
2013-04-29 00:00:00,2013-04-29 05:30:00,12,804.9444880392614
2013-04-29 00:00:00,2013-04-29 06:00:00,13,878.5637321816124
2013-04-29 00:00:00,2013-04-29 06:30:00,14,952.5072752886996
2013-04-29 00:00:00,2013-04-29 07:00:00,15,1018.099783140169
2013-04-29 00:00:00,2013-04-29 07:30:00,16,1069.294470287871
2013-04-29 00:00:00,2013-04-29 08:00:00,17,1103.5603876570228
2013-04-29 00:00:00,2013-04-29 08:30:00,18,1121.8988595701692
2013-04-29 00:00:00,2013-04-29 09:00:00,19,1128.0516315472748
2013-04-29 00:00:00,2013-04-29 09:30:00,20,1127.164348939214
2013-04-29 00:00:00,2013-04-29 10:00:00,21,1124.2929404154709
2013-04-29 00:00:00,2013-04-29 10:30:00,22,1123.156923575294
2013-04-29 00:00:00,2013-04-29 11:00:00,23,1125.4514966278473
2013-04-29 00:00:00,2013-04-29 11:30:00,24,1130.8575889701974
2013-04-29 00:00:00,2013-04-29 12:00:00,25,1137.6850304121208
2013-04-29 00:00:00,2013-04-29 12:30:00,26,1143.905437260793
2013-04-29 00:00:00,2013-04-29 13:00:00,27,1148.2271366017196
2013-04-29 00:00:00,2013-04-29 13:30:00,28,1150.8621385849078
2013-04-29 00:00:00,2013-04-29 14:00:00,29,1153.7339894048487
2013-04-29 00:00:00,2013-04-29 14:30:00,30,1160.0463997933502
2013-04-29 00:00:00,2013-04-29 15:00:00,31,1173.3269921546673
2013-04-29 00:00:00,2013-04-29 15:30:00,32,1196.223066094979
2013-04-29 00:00:00,2013-04-29 16:00:00,33,1229.4105150455166
2013-04-29 00:00:00,2013-04-29 16:30:00,34,1270.9581961214985
2013-04-29 00:00:00,2013-04-29 17:00:00,35,1316.3720348819634
2013-04-29 00:00:00,2013-04-29 17:30:00,36,1359.3575235231979
2013-04-29 00:00:00,2013-04-29 18:00:00,37,1393.136846114276
2013-04-29 00:00:00,2013-04-29 18:30:00,38,1411.9938414759715
2013-04-29 00:00:00,2013-04-29 19:00:00,39,1412.6426077522722
2013-04-29 00:00:00,2013-04-29 19:30:00,40,1395.0471941989006
2013-04-29 00:00:00,2013-04-29 20:00:00,41,1362.4544611921847
2013-04-29 00:00:00,2013-04-29 20:30:00,42,1320.6055265658301
2013-04-29 00:00:00,2013-04-29 21:00:00,43,1276.3096474330223
2013-04-29 00:00:00,2013-04-29 21:30:00,44,1235.7392369144764
2013-04-29 00:00:00,2013-04-29 22:00:00,45,1202.8880104842885
2013-04-29 00:00:00,2013-04-29 22:30:00,46,1178.6017855318298
2013-04-29 00:00:00,2013-04-29 23:00:00,47,1160.4495825445053
2013-04-29 00:00:00,2013-04-29 23:30:00,48,1143.487028838477
2013-04-30 00:00:00,2013-04-30 00:00:00,1,1121.730402483046
2013-04-30 00:00:00,2013-04-30 00:30:00,2,1089.9692642756859
2013-04-30 00:00:00,2013-04-30 01:00:00,3,1045.4491427184385
2013-04-30 00:00:00,2013-04-30 01:30:00,4,988.9796558955821
2013-04-30 00:00:00,2013-04-30 02:00:00,5,925.1629490538373
2013-04-30 00:00:00,2013-04-30 02:30:00,6,861.6573093553671
2013-04-30 00:00:00,2013-04-30 03:00:00,7,807.6349869621358
2013-04-30 00:00:00,2013-04-30 03:30:00,8,771.7987545675912
2013-04-30 00:00:00,2013-04-30 04:00:00,9,760.4356020529874
2013-04-30 00:00:00,2013-04-30 04:30:00,10,775.9789353399242
2013-04-30 00:00:00,2013-04-30 05:00:00,11,816.4248008385948
2013-04-30 00:00:00,2013-04-30 05:30:00,12,875.7357640095688
2013-04-30 00:00:00,2013-04-30 06:00:00,13,945.1229283619184
2013-04-30 00:00:00,2013-04-30 06:30:00,14,1014.8845870118041
2013-04-30 00:00:00,2013-04-30 07:00:00,15,1076.3528185259868
2013-04-30 00:00:00,2013-04-30 07:30:00,16,1123.487975885491
2013-04-30 00:00:00,2013-04-30 08:00:00,17,1153.7659608087163
2013-04-30 00:00:00,2013-04-30 08:30:00,18,1168.1946484196992
2013-04-30 00:00:00,2013-04-30 09:00:00,19,1170.522023640989
2013-04-30 00:00:00,2013-04-30 09:30:00,20,1165.899649397356
2013-04-30 00:00:00,2013-04-30 10:00:00,21,1159.3890406618252
2013-04-30 00:00:00,2013-04-30 10:30:00,22,1154.7149616344589
2013-04-30 00:00:00,2013-04-30 11:00:00,23,1153.5775100161397
2013-04-30 00:00:00,2013-04-30 11:30:00,24,1155.6621612096612
2013-04-30 00:00:00,2013-04-30 12:00:00,25,1159.282932209342
2013-04-30 00:00:00,2013-04-30 12:30:00,26,1162.4152633948688
2013-04-30 00:00:00,2013-04-30 13:00:00,27,1163.7709395687184
2013-04-30 00:00:00,2013-04-30 13:30:00,28,1163.5650600369486
2013-04-30 00:00:00,2013-04-30 14:00:00,29,1163.7238904301769
2013-04-30 00:00:00,2013-04-30 14:30:00,30,1167.4534910604866
2013-04-30 00:00:00,2013-04-30 15:00:00,31,1178.2834649485612
2013-04-30 00:00:00,2013-04-30 15:30:00,32,1198.8627252247563
2013-04-30 00:00:00,2013-04-30 16:00:00,33,1229.868414652272
2013-04-30 00:00:00,2013-04-30 16:30:00,34,1269.3702793170714
2013-04-30 00:00:00,2013-04-30 17:00:00,35,1312.87477818151
2013-04-30 00:00:00,2013-04-30 17:30:00,36,1354.087586986069
2013-04-30 00:00:00,2013-04-30 18:00:00,37,1386.2307300864213
2013-04-30 00:00:00,2013-04-30 18:30:00,38,1403.587550782715
2013-04-30 00:00:00,2013-04-30 19:00:00,39,1402.8713242051763
2013-04-30 00:00:00,2013-04-30 19:30:00,40,1384.044958147581
2013-04-30 00:00:00,2013-04-30 20:00:00,41,1350.353862952612
2013-04-30 00:00:00,2013-04-30 20:30:00,42,1307.5374083724628
2013-04-30 00:00:00,2013-04-30 21:00:00,43,1262.4028166346457
2013-04-30 00:00:00,2013-04-30 21:30:00,44,1221.1201910267557
2013-04-30 00:00:00,2013-04-30 22:00:00,45,1187.680674700408
2013-04-30 00:00:00,2013-04-30 22:30:00,46,1162.9272632081836
2013-04-30 00:00:00,2013-04-30 23:00:00,47,1144.4259192020888
2013-04-30 00:00:00,2013-04-30 23:30:00,48,1127.2289900655728
2013-05-01 00:00:00,2013-05-01 00:00:00,1,1105.349266197671
2013-05-01 00:00:00,2013-05-01 00:30:00,2,1073.5726276579112
2013-05-01 00:00:00,2013-05-01 01:00:00,3,1029.1407441203082
2013-05-01 00:00:00,2013-05-01 01:30:00,4,972.8592119780138
2013-05-01 00:00:00,2013-05-01 02:00:00,5,909.326007343863
2013-05-01 00:00:00,2013-05-01 02:30:00,6,846.1951163575189
2013-05-01 00:00:00,2013-05-01 03:00:00,7,792.6343719333341
2013-05-01 00:00:00,2013-05-01 03:30:00,8,757.3420289915989
2013-05-01 00:00:00,2013-05-01 04:00:00,9,746.6004747843715
2013-05-01 00:00:00,2013-05-01 04:30:00,10,762.8384433827445
2013-05-01 00:00:00,2013-05-01 05:00:00,11,804.0472556356435
2013-05-01 00:00:00,2013-05-01 05:30:00,12,864.184713086742
2013-05-01 00:00:00,2013-05-01 06:00:00,13,934.4571321160449
2013-05-01 00:00:00,2013-05-01 06:30:00,14,1005.1580104026884
2013-05-01 00:00:00,2013-05-01 07:00:00,15,1067.6146373361403
2013-05-01 00:00:00,2013-05-01 07:30:00,16,1115.7825972656065
2013-05-01 00:00:00,2013-05-01 08:00:00,17,1147.1330576474172
2013-05-01 00:00:00,2013-05-01 08:30:00,18,1162.6692071780858
2013-05-01 00:00:00,2013-05-01 09:00:00,19,1166.1344051458623
2013-05-01 00:00:00,2013-05-01 09:30:00,20,1162.6756621030045
2013-05-01 00:00:00,2013-05-01 10:00:00,21,1157.3500258354684
2013-05-01 00:00:00,2013-05-01 10:30:00,22,1153.877889916195
2013-05-01 00:00:00,2013-05-01 11:00:00,23,1153.9550887076807
2013-05-01 00:00:00,2013-05-01 11:30:00,24,1157.2629517233722
2013-05-01 00:00:00,2013-05-01 12:00:00,25,1162.11147696006
2013-05-01 00:00:00,2013-05-01 12:30:00,26,1166.4722214978008
2013-05-01 00:00:00,2013-05-01 13:00:00,27,1169.0532306246694
2013-05-01 00:00:00,2013-05-01 13:30:00,28,1170.0660152928162
2013-05-01 00:00:00,2013-05-01 14:00:00,29,1171.4334105762825
2013-05-01 00:00:00,2013-05-01 14:30:00,30,1176.3582099291393
2013-05-01 00:00:00,2013-05-01 15:00:00,31,1188.3669183341888
2013-05-01 00:00:00,2013-05-01 15:30:00,32,1210.10552409027
2013-05-01 00:00:00,2013-05-01 16:00:00,33,1242.2484219311825
2013-05-01 00:00:00,2013-05-01 16:30:00,34,1282.8627895492966
2013-05-01 00:00:00,2013-05-01 17:00:00,35,1327.4526992108133
2013-05-01 00:00:00,2013-05-01 17:30:00,36,1369.7216229524602
2013-05-01 00:00:00,2013-05-01 18:00:00,37,1402.8895649546246
2013-05-01 00:00:00,2013-05-01 18:30:00,38,1421.2380316532476
2013-05-01 00:00:00,2013-05-01 19:00:00,39,1421.478643669927
2013-05-01 00:00:00,2013-05-01 19:30:00,40,1403.5728349636001
2013-05-01 00:00:00,2013-05-01 20:00:00,41,1370.764720324382
2013-05-01 00:00:00,2013-05-01 20:30:00,42,1328.7925491486471
2013-05-01 00:00:00,2013-05-01 21:00:00,43,1284.4625947797806
2013-05-01 00:00:00,2013-05-01 21:30:00,44,1243.944178648401
2013-05-01 00:00:00,2013-05-01 22:00:00,45,1211.2278241090512
