Origin,Timestamp,Horizon,Chronos_Bolt_Tiny
2012-11-19 00:00:00,2012-11-19 03:00:00,7,812.8865
2012-11-19 00:00:00,2012-11-19 03:30:00,8,810.0194
2012-11-19 00:00:00,2012-11-19 04:00:00,9,811.70703
2012-11-19 00:00:00,2012-11-19 04:30:00,10,821.48413
2012-11-19 00:00:00,2012-11-19 05:00:00,11,837.73145
2012-11-19 00:00:00,2012-11-19 05:30:00,12,874.2778
2012-11-19 00:00:00,2012-11-19 06:00:00,13,908.54114
2012-11-19 00:00:00,2012-11-19 06:30:00,14,944.81647
2012-11-19 00:00:00,2012-11-19 07:00:00,15,962.9435
2012-11-19 00:00:00,2012-11-19 07:30:00,16,968.2726
2012-11-19 00:00:00,2012-11-19 08:00:00,17,972.54504
2012-11-19 00:00:00,2012-11-19 08:30:00,18,969.15784
2012-11-19 00:00:00,2012-11-19 09:00:00,19,941.7461
2012-11-19 00:00:00,2012-11-19 09:30:00,20,911.66614
2012-11-19 00:00:00,2012-11-19 10:00:00,21,868.70044
2012-11-19 00:00:00,2012-11-19 10:30:00,22,847.8627
2012-11-19 00:00:00,2012-11-19 11:00:00,23,840.81104
2012-11-19 00:00:00,2012-11-19 11:30:00,24,895.7696
2012-11-19 00:00:00,2012-11-19 12:00:00,25,865.1427
2012-11-19 00:00:00,2012-11-19 12:30:00,26,850.7309
2012-11-19 00:00:00,2012-11-19 13:00:00,27,854.041
2012-11-19 00:00:00,2012-11-19 13:30:00,28,868.8766
2012-11-19 00:00:00,2012-11-19 14:00:00,29,887.6752
2012-11-19 00:00:00,2012-11-19 14:30:00,30,912.5698
2012-11-19 00:00:00,2012-11-19 15:00:00,31,939.0449
2012-11-19 00:00:00,2012-11-19 15:30:00,32,968.77435
2012-11-19 00:00:00,2012-11-19 16:00:00,33,999.41864
2012-11-19 00:00:00,2012-11-19 16:30:00,34,1029.6859
2012-11-19 00:00:00,2012-11-19 17:00:00,35,1056.9257
2012-11-19 00:00:00,2012-11-19 17:30:00,36,1093.0898
2012-11-19 00:00:00,2012-11-19 18:00:00,37,1115.4506
2012-11-19 00:00:00,2012-11-19 18:30:00,38,1135.7505
2012-11-19 00:00:00,2012-11-19 19:00:00,39,1150.621
2012-11-19 00:00:00,2012-11-19 19:30:00,40,1161.2688
2012-11-19 00:00:00,2012-11-19 20:00:00,41,1164.8485
2012-11-19 00:00:00,2012-11-19 20:30:00,42,1155.7063
2012-11-19 00:00:00,2012-11-19 21:00:00,43,1115.6295
2012-11-19 00:00:00,2012-11-19 21:30:00,44,1064.7842
2012-11-19 00:00:00,2012-11-19 22:00:00,45,1007.92535
2012-11-19 00:00:00,2012-11-19 22:30:00,46,1003.7668
2012-11-19 00:00:00,2012-11-19 23:00:00,47,1044.6313
2012-11-19 00:00:00,2012-11-19 23:30:00,48,1149.9432
2012-11-20 00:00:00,2012-11-20 00:00:00,1,1306.9606
2012-11-20 00:00:00,2012-11-20 00:30:00,2,1247.4557
2012-11-20 00:00:00,2012-11-20 01:00:00,3,1167.8524
2012-11-20 00:00:00,2012-11-20 01:30:00,4,1093.0319
2012-11-20 00:00:00,2012-11-20 02:00:00,5,1033.9514
2012-11-20 00:00:00,2012-11-20 02:30:00,6,997.09534
2012-11-20 00:00:00,2012-11-20 03:00:00,7,977.1202
2012-11-20 00:00:00,2012-11-20 03:30:00,8,982.74854
2012-11-20 00:00:00,2012-11-20 04:00:00,9,998.5882
2012-11-20 00:00:00,2012-11-20 04:30:00,10,1025.4779
2012-11-20 00:00:00,2012-11-20 05:00:00,11,1072.9851
2012-11-20 00:00:00,2012-11-20 05:30:00,12,1154.2838
2012-11-20 00:00:00,2012-11-20 06:00:00,13,1229.8562
2012-11-20 00:00:00,2012-11-20 06:30:00,14,1291.6606
2012-11-20 00:00:00,2012-11-20 07:00:00,15,1327.7574
2012-11-20 00:00:00,2012-11-20 07:30:00,16,1336.6099
2012-11-20 00:00:00,2012-11-20 08:00:00,17,1327.7001
2012-11-20 00:00:00,2012-11-20 08:30:00,18,1319.4326
2012-11-20 00:00:00,2012-11-20 09:00:00,19,1296.9209
2012-11-20 00:00:00,2012-11-20 09:30:00,20,1274.2012
2012-11-20 00:00:00,2012-11-20 10:00:00,21,1232.2354
2012-11-20 00:00:00,2012-11-20 10:30:00,22,1210.8018
2012-11-20 00:00:00,2012-11-20 11:00:00,23,1213.4231
2012-11-20 00:00:00,2012-11-20 11:30:00,24,1277.9845
2012-11-20 00:00:00,2012-11-20 12:00:00,25,1266.5354
2012-11-20 00:00:00,2012-11-20 12:30:00,26,1252.8232
2012-11-20 00:00:00,2012-11-20 13:00:00,27,1253.4302
2012-11-20 00:00:00,2012-11-20 13:30:00,28,1272.8612
2012-11-20 00:00:00,2012-11-20 14:00:00,29,1296.9265
2012-11-20 00:00:00,2012-11-20 14:30:00,30,1315.4506
2012-11-20 00:00:00,2012-11-20 15:00:00,31,1327.092
2012-11-20 00:00:00,2012-11-20 15:30:00,32,1344.7496
2012-11-20 00:00:00,2012-11-20 16:00:00,33,1356.0154
2012-11-20 00:00:00,2012-11-20 16:30:00,34,1358.9385
2012-11-20 00:00:00,2012-11-20 17:00:00,35,1360.6852
2012-11-20 00:00:00,2012-11-20 17:30:00,36,1383.9358
2012-11-20 00:00:00,2012-11-20 18:00:00,37,1397.2241
2012-11-20 00:00:00,2012-11-20 18:30:00,38,1404.719
2012-11-20 00:00:00,2012-11-20 19:00:00,39,1410.5452
2012-11-20 00:00:00,2012-11-20 19:30:00,40,1414.6923
2012-11-20 00:00:00,2012-11-20 20:00:00,41,1403.7438
2012-11-20 00:00:00,2012-11-20 20:30:00,42,1384.9568
2012-11-20 00:00:00,2012-11-20 21:00:00,43,1336.7047
2012-11-20 00:00:00,2012-11-20 21:30:00,44,1280.5057
2012-11-20 00:00:00,2012-11-20 22:00:00,45,1213.4004
2012-11-20 00:00:00,2012-11-20 22:30:00,46,1195.2189
2012-11-20 00:00:00,2012-11-20 23:00:00,47,1223.5621
2012-11-20 00:00:00,2012-11-20 23:30:00,48,1314.5923
2012-11-21 00:00:00,2012-11-21 00:00:00,1,1353.0074
2012-11-21 00:00:00,2012-11-21 00:30:00,2,1284.675
2012-11-21 00:00:00,2012-11-21 01:00:00,3,1203.1973
2012-11-21 00:00:00,2012-11-21 01:30:00,4,1131.6603
2012-11-21 00:00:00,2012-11-21 02:00:00,5,1069.285
2012-11-21 00:00:00,2012-11-21 02:30:00,6,1021.5889
2012-11-21 00:00:00,2012-11-21 03:00:00,7,991.8543
2012-11-21 00:00:00,2012-11-21 03:30:00,8,997.8181
2012-11-21 00:00:00,2012-11-21 04:00:00,9,1011.7173
2012-11-21 00:00:00,2012-11-21 04:30:00,10,1038.7157
2012-11-21 00:00:00,2012-11-21 05:00:00,11,1098.2706
2012-11-21 00:00:00,2012-11-21 05:30:00,12,1198.7957
2012-11-21 00:00:00,2012-11-21 06:00:00,13,1298.9308
2012-11-21 00:00:00,2012-11-21 06:30:00,14,1375.0734
2012-11-21 00:00:00,2012-11-21 07:00:00,15,1419.015
2012-11-21 00:00:00,2012-11-21 07:30:00,16,1431.9897
2012-11-21 00:00:00,2012-11-21 08:00:00,17,1429.3197
2012-11-21 00:00:00,2012-11-21 08:30:00,18,1427.184
2012-11-21 00:00:00,2012-11-21 09:00:00,19,1412.0813
2012-11-21 00:00:00,2012-11-21 09:30:00,20,1398.381
2012-11-21 00:00:00,2012-11-21 10:00:00,21,1350.6844
2012-11-21 00:00:00,2012-11-21 10:30:00,22,1323.3363
2012-11-21 00:00:00,2012-11-21 11:00:00,23,1330.4479
2012-11-21 00:00:00,2012-11-21 11:30:00,24,1416.7764
2012-11-21 00:00:00,2012-11-21 12:00:00,25,1408.9076
2012-11-21 00:00:00,2012-11-21 12:30:00,26,1391.3872
2012-11-21 00:00:00,2012-11-21 13:00:00,27,1398.8613
2012-11-21 00:00:00,2012-11-21 13:30:00,28,1435.1152
2012-11-21 00:00:00,2012-11-21 14:00:00,29,1468.429
2012-11-21 00:00:00,2012-11-21 14:30:00,30,1477.6017
2012-11-21 00:00:00,2012-11-21 15:00:00,31,1475.5208
2012-11-21 00:00:00,2012-11-21 15:30:00,32,1486.7394
2012-11-21 00:00:00,2012-11-21 16:00:00,33,1489.3286
2012-11-21 00:00:00,2012-11-21 16:30:00,34,1469.8484
2012-11-21 00:00:00,2012-11-21 17:00:00,35,1448.0281
2012-11-21 00:00:00,2012-11-21 17:30:00,36,1452.9175
2012-11-21 00:00:00,2012-11-21 18:00:00,37,1457.6963
2012-11-21 00:00:00,2012-11-21 18:30:00,38,1455.4568
2012-11-21 00:00:00,2012-11-21 19:00:00,39,1455.2092
2012-11-21 00:00:00,2012-11-21 19:30:00,40,1454.5594
2012-11-21 00:00:00,2012-11-21 20:00:00,41,1438.3533
2012-11-21 00:00:00,2012-11-21 20:30:00,42,1412.115
2012-11-21 00:00:00,2012-11-21 21:00:00,43,1352.6733
2012-11-21 00:00:00,2012-11-21 21:30:00,44,1283.8726
2012-11-21 00:00:00,2012-11-21 22:00:00,45,1197.7982
2012-11-21 00:00:00,2012-11-21 22:30:00,46,1170.4072
2012-11-21 00:00:00,2012-11-21 23:00:00,47,1203.4384
2012-11-21 00:00:00,2012-11-21 23:30:00,48,1308.2994
2012-11-22 00:00:00,2012-11-22 00:00:00,1,1251.2472
2012-11-22 00:00:00,2012-11-22 00:30:00,2,1172.8156
2012-11-22 00:00:00,2012-11-22 01:00:00,3,1081.919
2012-11-22 00:00:00,2012-11-22 01:30:00,4,1000.86914
2012-11-22 00:00:00,2012-11-22 02:00:00,5,938.072
2012-11-22 00:00:00,2012-11-22 02:30:00,6,897.0418
2012-11-22 00:00:00,2012-11-22 03:00:00,7,876.41956
2012-11-22 00:00:00,2012-11-22 03:30:00,8,879.1426
2012-11-22 00:00:00,2012-11-22 04:00:00,9,888.5971
2012-11-22 00:00:00,2012-11-22 04:30:00,10,909.0772
2012-11-22 00:00:00,2012-11-22 05:00:00,11,955.7871
2012-11-22 00:00:00,2012-11-22 05:30:00,12,1031.6394
2012-11-22 00:00:00,2012-11-22 06:00:00,13,1102.6736
2012-11-22 00:00:00,2012-11-22 06:30:00,14,1158.6152
2012-11-22 00:00:00,2012-11-22 07:00:00,15,1187.3636
2012-11-22 00:00:00,2012-11-22 07:30:00,16,1189.5591
2012-11-22 00:00:00,2012-11-22 08:00:00,17,1185.2191
2012-11-22 00:00:00,2012-11-22 08:30:00,18,1180.835
2012-11-22 00:00:00,2012-11-22 09:00:00,19,1161.3928
2012-11-22 00:00:00,2012-11-22 09:30:00,20,1137.5535
2012-11-22 00:00:00,2012-11-22 10:00:00,21,1091.4398
2012-11-22 00:00:00,2012-11-22 10:30:00,22,1065.7874
2012-11-22 00:00:00,2012-11-22 11:00:00,23,1062.88
2012-11-22 00:00:00,2012-11-22 11:30:00,24,1139.0109
2012-11-22 00:00:00,2012-11-22 12:00:00,25,1107.8217
2012-11-22 00:00:00,2012-11-22 12:30:00,26,1086.8912
2012-11-22 00:00:00,2012-11-22 13:00:00,27,1085.726
2012-11-22 00:00:00,2012-11-22 13:30:00,28,1102.5562
2012-11-22 00:00:00,2012-11-22 14:00:00,29,1124.044
2012-11-22 00:00:00,2012-11-22 14:30:00,30,1133.3013
2012-11-22 00:00:00,2012-11-22 15:00:00,31,1134.8798
2012-11-22 00:00:00,2012-11-22 15:30:00,32,1145.9479
2012-11-22 00:00:00,2012-11-22 16:00:00,33,1157.658
2012-11-22 00:00:00,2012-11-22 16:30:00,34,1161.1938
2012-11-22 00:00:00,2012-11-22 17:00:00,35,1164.3389
2012-11-22 00:00:00,2012-11-22 17:30:00,36,1180.9412
2012-11-22 00:00:00,2012-11-22 18:00:00,37,1194.0792
2012-11-22 00:00:00,2012-11-22 18:30:00,38,1207.2012
2012-11-22 00:00:00,2012-11-22 19:00:00,39,1217.6034
2012-11-22 00:00:00,2012-11-22 19:30:00,40,1224.6357
2012-11-22 00:00:00,2012-11-22 20:00:00,41,1224.0403
2012-11-22 00:00:00,2012-11-22 20:30:00,42,1213.9197
2012-11-22 00:00:00,2012-11-22 21:00:00,43,1169.4297
2012-11-22 00:00:00,2012-11-22 21:30:00,44,1107.4171
2012-11-22 00:00:00,2012-11-22 22:00:00,45,1034.5415
2012-11-22 00:00:00,2012-11-22 22:30:00,46,1020.93396
2012-11-22 00:00:00,2012-11-22 23:00:00,47,1057.9006
2012-11-22 00:00:00,2012-11-22 23:30:00,48,1171.1254
2012-11-23 00:00:00,2012-11-23 00:00:00,1,1294.0038
2012-11-23 00:00:00,2012-11-23 00:30:00,2,1215.5293
2012-11-23 00:00:00,2012-11-23 01:00:00,3,1126.2434
2012-11-23 00:00:00,2012-11-23 01:30:00,4,1050.7112
2012-11-23 00:00:00,2012-11-23 02:00:00,5,988.8838
2012-11-23 00:00:00,2012-11-23 02:30:00,6,944.1618
2012-11-23 00:00:00,2012-11-23 03:00:00,7,922.7298
2012-11-23 00:00:00,2012-11-23 03:30:00,8,928.76776
2012-11-23 00:00:00,2012-11-23 04:00:00,9,932.2234
2012-11-23 00:00:00,2012-11-23 04:30:00,10,945.02466
2012-11-23 00:00:00,2012-11-23 05:00:00,11,985.09375
2012-11-23 00:00:00,2012-11-23 05:30:00,12,1055.2124
2012-11-23 00:00:00,2012-11-23 06:00:00,13,1118.4784
2012-11-23 00:00:00,2012-11-23 06:30:00,14,1170.0458
2012-11-23 00:00:00,2012-11-23 07:00:00,15,1193.5208
2012-11-23 00:00:00,2012-11-23 07:30:00,16,1193.2327
2012-11-23 00:00:00,2012-11-23 08:00:00,17,1186.0574
2012-11-23 00:00:00,2012-11-23 08:30:00,18,1179.0126
2012-11-23 00:00:00,2012-11-23 09:00:00,19,1154.3297
2012-11-23 00:00:00,2012-11-23 09:30:00,20,1133.0381
2012-11-23 00:00:00,2012-11-23 10:00:00,21,1094.1841
2012-11-23 00:00:00,2012-11-23 10:30:00,22,1073.4615
2012-11-23 00:00:00,2012-11-23 11:00:00,23,1068.0792
2012-11-23 00:00:00,2012-11-23 11:30:00,24,1127.5021
2012-11-23 00:00:00,2012-11-23 12:00:00,25,1099.1285
2012-11-23 00:00:00,2012-11-23 12:30:00,26,1077.0345
2012-11-23 00:00:00,2012-11-23 13:00:00,27,1075.6754
2012-11-23 00:00:00,2012-11-23 13:30:00,28,1101.8744
2012-11-23 00:00:00,2012-11-23 14:00:00,29,1128.8394
2012-11-23 00:00:00,2012-11-23 14:30:00,30,1141.2787
2012-11-23 00:00:00,2012-11-23 15:00:00,31,1150.9977
2012-11-23 00:00:00,2012-11-23 15:30:00,32,1177.4152
2012-11-23 00:00:00,2012-11-23 16:00:00,33,1196.3302
2012-11-23 00:00:00,2012-11-23 16:30:00,34,1207.8285
2012-11-23 00:00:00,2012-11-23 17:00:00,35,1222.7305
2012-11-23 00:00:00,2012-11-23 17:30:00,36,1250.8937
2012-11-23 00:00:00,2012-11-23 18:00:00,37,1266.3723
2012-11-23 00:00:00,2012-11-23 18:30:00,38,1277.2953
2012-11-23 00:00:00,2012-11-23 19:00:00,39,1281.9515
2012-11-23 00:00:00,2012-11-23 19:30:00,40,1285.0227
2012-11-23 00:00:00,2012-11-23 20:00:00,41,1281.0532
2012-11-23 00:00:00,2012-11-23 20:30:00,42,1268.6218
2012-11-23 00:00:00,2012-11-23 21:00:00,43,1219.236
2012-11-23 00:00:00,2012-11-23 21:30:00,44,1157.5789
2012-11-23 00:00:00,2012-11-23 22:00:00,45,1089.4049
2012-11-23 00:00:00,2012-11-23 22:30:00,46,1081.4194
2012-11-23 00:00:00,2012-11-23 23:00:00,47,1122.1157
2012-11-23 00:00:00,2012-11-23 23:30:00,48,1230.3966
2012-11-24 00:00:00,2012-11-24 00:00:00,1,1406.1206
2012-11-24 00:00:00,2012-11-24 00:30:00,2,1311.8029
2012-11-24 00:00:00,2012-11-24 01:00:00,3,1210.2275
2012-11-24 00:00:00,2012-11-24 01:30:00,4,1130.9553
2012-11-24 00:00:00,2012-11-24 02:00:00,5,1062.5618
2012-11-24 00:00:00,2012-11-24 02:30:00,6,1008.6316
2012-11-24 00:00:00,2012-11-24 03:00:00,7,974.17883
2012-11-24 00:00:00,2012-11-24 03:30:00,8,973.66364
2012-11-24 00:00:00,2012-11-24 04:00:00,9,978.4392
2012-11-24 00:00:00,2012-11-24 04:30:00,10,992.46924
2012-11-24 00:00:00,2012-11-24 05:00:00,11,1033.0035
2012-11-24 00:00:00,2012-11-24 05:30:00,12,1109.5702
2012-11-24 00:00:00,2012-11-24 06:00:00,13,1179.9916
2012-11-24 00:00:00,2012-11-24 06:30:00,14,1233.5402
2012-11-24 00:00:00,2012-11-24 07:00:00,15,1259.5466
2012-11-24 00:00:00,2012-11-24 07:30:00,16,1267.2456
2012-11-24 00:00:00,2012-11-24 08:00:00,17,1265.8569
2012-11-24 00:00:00,2012-11-24 08:30:00,18,1264.9391
2012-11-24 00:00:00,2012-11-24 09:00:00,19,1247.288
2012-11-24 00:00:00,2012-11-24 09:30:00,20,1231.6997
2012-11-24 00:00:00,2012-11-24 10:00:00,21,1191.9031
2012-11-24 00:00:00,2012-11-24 10:30:00,22,1170.7936
2012-11-24 00:00:00,2012-11-24 11:00:00,23,1168.646
2012-11-24 00:00:00,2012-11-24 11:30:00,24,1232.3292
2012-11-24 00:00:00,2012-11-24 12:00:00,25,1212.5435
2012-11-24 00:00:00,2012-11-24 12:30:00,26,1190.9451
2012-11-24 00:00:00,2012-11-24 13:00:00,27,1193.5089
2012-11-24 00:00:00,2012-11-24 13:30:00,28,1226.1572
2012-11-24 00:00:00,2012-11-24 14:00:00,29,1259.0779
2012-11-24 00:00:00,2012-11-24 14:30:00,30,1279.8179
2012-11-24 00:00:00,2012-11-24 15:00:00,31,1296.3723
2012-11-24 00:00:00,2012-11-24 15:30:00,32,1326.7227
2012-11-24 00:00:00,2012-11-24 16:00:00,33,1348.6273
2012-11-24 00:00:00,2012-11-24 16:30:00,34,1354.5708
2012-11-24 00:00:00,2012-11-24 17:00:00,35,1355.8253
2012-11-24 00:00:00,2012-11-24 17:30:00,36,1374.963
2012-11-24 00:00:00,2012-11-24 18:00:00,37,1382.2646
2012-11-24 00:00:00,2012-11-24 18:30:00,38,1382.1566
2012-11-24 00:00:00,2012-11-24 19:00:00,39,1379.1567
2012-11-24 00:00:00,2012-11-24 19:30:00,40,1378.3013
2012-11-24 00:00:00,2012-11-24 20:00:00,41,1365.324
2012-11-24 00:00:00,2012-11-24 20:30:00,42,1342.2942
2012-11-24 00:00:00,2012-11-24 21:00:00,43,1282.6016
2012-11-24 00:00:00,2012-11-24 21:30:00,44,1212.7965
2012-11-24 00:00:00,2012-11-24 22:00:00,45,1134.557
2012-11-24 00:00:00,2012-11-24 22:30:00,46,1117.4583
2012-11-24 00:00:00,2012-11-24 23:00:00,47,1150.4795
2012-11-24 00:00:00,2012-11-24 23:30:00,48,1247.6537
2012-11-25 00:00:00,2012-11-25 00:00:00,1,1294.6035
2012-11-25 00:00:00,2012-11-25 00:30:00,2,1200.8263
2012-11-25 00:00:00,2012-11-25 01:00:00,3,1100.9027
2012-11-25 00:00:00,2012-11-25 01:30:00,4,1020.559
2012-11-25 00:00:00,2012-11-25 02:00:00,5,956.5794
2012-11-25 00:00:00,2012-11-25 02:30:00,6,916.9238
2012-11-25 00:00:00,2012-11-25 03:00:00,7,890.4575
2012-11-25 00:00:00,2012-11-25 03:30:00,8,884.6383
2012-11-25 00:00:00,2012-11-25 04:00:00,9,888.61914
2012-11-25 00:00:00,2012-11-25 04:30:00,10,901.5791
2012-11-25 00:00:00,2012-11-25 05:00:00,11,925.1695
2012-11-25 00:00:00,2012-11-25 05:30:00,12,974.64954
2012-11-25 00:00:00,2012-11-25 06:00:00,13,1025.9489
2012-11-25 00:00:00,2012-11-25 06:30:00,14,1069.3379
2012-11-25 00:00:00,2012-11-25 07:00:00,15,1089.7579
2012-11-25 00:00:00,2012-11-25 07:30:00,16,1101.3684
2012-11-25 00:00:00,2012-11-25 08:00:00,17,1111.2839
2012-11-25 00:00:00,2012-11-25 08:30:00,18,1122.5736
2012-11-25 00:00:00,2012-11-25 09:00:00,19,1119.5488
2012-11-25 00:00:00,2012-11-25 09:30:00,20,1116.0494
2012-11-25 00:00:00,2012-11-25 10:00:00,21,1091.9614
2012-11-25 00:00:00,2012-11-25 10:30:00,22,1085.4283
2012-11-25 00:00:00,2012-11-25 11:00:00,23,1097.8712
2012-11-25 00:00:00,2012-11-25 11:30:00,24,1152.9443
2012-11-25 00:00:00,2012-11-25 12:00:00,25,1143.5554
2012-11-25 00:00:00,2012-11-25 12:30:00,26,1126.9849
2012-11-25 00:00:00,2012-11-25 13:00:00,27,1129.9309
2012-11-25 00:00:00,2012-11-25 13:30:00,28,1156.8291
2012-11-25 00:00:00,2012-11-25 14:00:00,29,1181.9769
2012-11-25 00:00:00,2012-11-25 14:30:00,30,1203.2926
2012-11-25 00:00:00,2012-11-25 15:00:00,31,1218.0255
2012-11-25 00:00:00,2012-11-25 15:30:00,32,1243.2618
2012-11-25 00:00:00,2012-11-25 16:00:00,33,1269.9792
2012-11-25 00:00:00,2012-11-25 16:30:00,34,1288.7039
2012-11-25 00:00:00,2012-11-25 17:00:00,35,1300.0436
2012-11-25 00:00:00,2012-11-25 17:30:00,36,1320.1831
2012-11-25 00:00:00,2012-11-25 18:00:00,37,1328.7954
2012-11-25 00:00:00,2012-11-25 18:30:00,38,1326.5348
2012-11-25 00:00:00,2012-11-25 19:00:00,39,1317.13
2012-11-25 00:00:00,2012-11-25 19:30:00,40,1309.0659
2012-11-25 00:00:00,2012-11-25 20:00:00,41,1290.4326
2012-11-25 00:00:00,2012-11-25 20:30:00,42,1266.6394
2012-11-25 00:00:00,2012-11-25 21:00:00,43,1213.6666
2012-11-25 00:00:00,2012-11-25 21:30:00,44,1150.2404
2012-11-25 00:00:00,2012-11-25 22:00:00,45,1082.8496
2012-11-25 00:00:00,2012-11-25 22:30:00,46,1072.9131
2012-11-25 00:00:00,2012-11-25 23:00:00,47,1111.3936
2012-11-25 00:00:00,2012-11-25 23:30:00,48,1190.2881
2012-11-26 00:00:00,2012-11-26 00:00:00,1,1204.6606
2012-11-26 00:00:00,2012-11-26 00:30:00,2,1122.4106
2012-11-26 00:00:00,2012-11-26 01:00:00,3,1036.2546
2012-11-26 00:00:00,2012-11-26 01:30:00,4,966.1139
2012-11-26 00:00:00,2012-11-26 02:00:00,5,916.0541
2012-11-26 00:00:00,2012-11-26 02:30:00,6,897.3307
2012-11-26 00:00:00,2012-11-26 03:00:00,7,884.759
2012-11-26 00:00:00,2012-11-26 03:30:00,8,882.1471
2012-11-26 00:00:00,2012-11-26 04:00:00,9,885.1404
2012-11-26 00:00:00,2012-11-26 04:30:00,10,905.33777
2012-11-26 00:00:00,2012-11-26 05:00:00,11,946.9441
2012-11-26 00:00:00,2012-11-26 05:30:00,12,1017.0115
2012-11-26 00:00:00,2012-11-26 06:00:00,13,1089.5186
2012-11-26 00:00:00,2012-11-26 06:30:00,14,1153.4999
2012-11-26 00:00:00,2012-11-26 07:00:00,15,1189.7897
2012-11-26 00:00:00,2012-11-26 07:30:00,16,1198.022
2012-11-26 00:00:00,2012-11-26 08:00:00,17,1199.3602
2012-11-26 00:00:00,2012-11-26 08:30:00,18,1213.1266
2012-11-26 00:00:00,2012-11-26 09:00:00,19,1217.6598
2012-11-26 00:00:00,2012-11-26 09:30:00,20,1222.7388
2012-11-26 00:00:00,2012-11-26 10:00:00,21,1200.0894
2012-11-26 00:00:00,2012-11-26 10:30:00,22,1195.6227
2012-11-26 00:00:00,2012-11-26 11:00:00,23,1220.845
2012-11-26 00:00:00,2012-11-26 11:30:00,24,1286.0955
2012-11-26 00:00:00,2012-11-26 12:00:00,25,1294.1075
2012-11-26 00:00:00,2012-11-26 12:30:00,26,1299.236
2012-11-26 00:00:00,2012-11-26 13:00:00,27,1322.7566
2012-11-26 00:00:00,2012-11-26 13:30:00,28,1359.2626
2012-11-26 00:00:00,2012-11-26 14:00:00,29,1392.5552
2012-11-26 00:00:00,2012-11-26 14:30:00,30,1430.96
2012-11-26 00:00:00,2012-11-26 15:00:00,31,1460.2368
2012-11-26 00:00:00,2012-11-26 15:30:00,32,1483.5449
2012-11-26 00:00:00,2012-11-26 16:00:00,33,1491.7614
2012-11-26 00:00:00,2012-11-26 16:30:00,34,1490.6779
2012-11-26 00:00:00,2012-11-26 17:00:00,35,1484.5897
2012-11-26 00:00:00,2012-11-26 17:30:00,36,1483.5912
2012-11-26 00:00:00,2012-11-26 18:00:00,37,1474.627
2012-11-26 00:00:00,2012-11-26 18:30:00,38,1465.0006
2012-11-26 00:00:00,2012-11-26 19:00:00,39,1454.3628
2012-11-26 00:00:00,2012-11-26 19:30:00,40,1435.478
2012-11-26 00:00:00,2012-11-26 20:00:00,41,1403.4229
2012-11-26 00:00:00,2012-11-26 20:30:00,42,1377.6107
2012-11-26 00:00:00,2012-11-26 21:00:00,43,1330.277
2012-11-26 00:00:00,2012-11-26 21:30:00,44,1270.4503
2012-11-26 00:00:00,2012-11-26 22:00:00,45,1198.4701
2012-11-26 00:00:00,2012-11-26 22:30:00,46,1177.1112
2012-11-26 00:00:00,2012-11-26 23:00:00,47,1209.3949
2012-11-26 00:00:00,2012-11-26 23:30:00,48,1275.3658
2012-11-27 00:00:00,2012-11-27 00:00:00,1,1358.6735
2012-11-27 00:00:00,2012-11-27 00:30:00,2,1267.8392
2012-11-27 00:00:00,2012-11-27 01:00:00,3,1173.9812
2012-11-27 00:00:00,2012-11-27 01:30:00,4,1097.7675
2012-11-27 00:00:00,2012-11-27 02:00:00,5,1034.0227
2012-11-27 00:00:00,2012-11-27 02:30:00,6,992.0164
2012-11-27 00:00:00,2012-11-27 03:00:00,7,962.9961
2012-11-27 00:00:00,2012-11-27 03:30:00,8,955.371
2012-11-27 00:00:00,2012-11-27 04:00:00,9,953.07874
2012-11-27 00:00:00,2012-11-27 04:30:00,10,965.3273
2012-11-27 00:00:00,2012-11-27 05:00:00,11,1008.8113
2012-11-27 00:00:00,2012-11-27 05:30:00,12,1082.031
2012-11-27 00:00:00,2012-11-27 06:00:00,13,1150.3463
2012-11-27 00:00:00,2012-11-27 06:30:00,14,1212.3479
2012-11-27 00:00:00,2012-11-27 07:00:00,15,1255.8021
2012-11-27 00:00:00,2012-11-27 07:30:00,16,1272.3284
2012-11-27 00:00:00,2012-11-27 08:00:00,17,1281.3389
2012-11-27 00:00:00,2012-11-27 08:30:00,18,1302.7173
2012-11-27 00:00:00,2012-11-27 09:00:00,19,1319.9958
2012-11-27 00:00:00,2012-11-27 09:30:00,20,1339.9906
2012-11-27 00:00:00,2012-11-27 10:00:00,21,1332.0673
2012-11-27 00:00:00,2012-11-27 10:30:00,22,1339.7789
2012-11-27 00:00:00,2012-11-27 11:00:00,23,1371.2162
2012-11-27 00:00:00,2012-11-27 11:30:00,24,1428.8402
2012-11-27 00:00:00,2012-11-27 12:00:00,25,1437.1462
2012-11-27 00:00:00,2012-11-27 12:30:00,26,1436.5759
2012-11-27 00:00:00,2012-11-27 13:00:00,27,1458.3486
2012-11-27 00:00:00,2012-11-27 13:30:00,28,1503.0673
2012-11-27 00:00:00,2012-11-27 14:00:00,29,1544.904
2012-11-27 00:00:00,2012-11-27 14:30:00,30,1578.2478
2012-11-27 00:00:00,2012-11-27 15:00:00,31,1596.2529
2012-11-27 00:00:00,2012-11-27 15:30:00,32,1614.2375
2012-11-27 00:00:00,2012-11-27 16:00:00,33,1615.3298
2012-11-27 00:00:00,2012-11-27 16:30:00,34,1599.4668
2012-11-27 00:00:00,2012-11-27 17:00:00,35,1579.7839
2012-11-27 00:00:00,2012-11-27 17:30:00,36,1565.8535
